"字段1","字段4","字段5"
"cookie","0","最喜欢陈海，可惜现在成睡神了。康康宝宝萌萌哒～"
"百卉具腓","0","哎…"
"鱼会水","0","怎么说呢，还是有点欠火候，可能反腐题材比较讨好观众，所以评分比较高，但个人感觉有些演员用力过猛，剧情也有些拖沓，平衡一下，2⭐"
"珩歌","1","希望剧里所有黑暗，现实中都是光明。希望中国加油，与大家共勉"
"空哈措","0","个人不偏好这类题材 陆陆续续才看了小两集 但是真的给跪了 侯勇老师的演技"
"小y、","7","别吐槽陆毅啦！我觉得这部剧这样选角也是有原因的，反贪部门几乎个个都是年轻一代，相比较被抓的大部分都是老一代的贪官，这可能也是这部剧想表达的一个意愿吧…但愿未来贪官会越来越少。我还是认为陆毅很适合这个角色的"
"福尔马林爸爸","0","每条线都有点意思"
"Mr.张","0","总体不错，部分剧情略拖沓多余。"
"一无所知","0","“就在外面买了一个锅，让我背着""----可怜的darkCOM"
"Jasmine","0","暂时三星，剧情注水严重，剪辑凌乱"
"cooooola","0","不错，能看到官场百态。虽然几个配角的表现比较辣眼睛，但不失为一部好剧。打一星的有点过分了啊！我就打五星平均一下。"
"c","0","主题是好的，但正义的有点过了，每隔几分钟一句说教，弱化了剧情，没什么意思。"
"阿良良木翼","0","灯光也不行 主角也不行 剪辑也不行 导演也不行 编剧一般般 主要靠现实材料 可惜了几个老演员"
"霸气","0","是国产政治题材电视剧的大进步，至少不再一味大口号演到底，多的是贴近现实的东西，敢说出来就是好的，如今的人民群众都不傻，只拍虚的只演假的没有人会买账，虽然不喜欢棒子国，但是也希望中国的优秀的现实主义电视电影越来越多，像《熔炉》那样去改变现实改变这个国家，顺便说，侯勇大叔演技真心赞！"
"jasmine","0","家里虽然进度不一，但是都在追。还蛮好看的，演技也不错，但是我太烦郑西坡儿子了。"
"何田田","0","能把那个郑胜利的戏份删掉吗？又臭又长，每次都得快进"
"middle静静等","2","有的对白台词很生硬，冲着刷屏的达康书记看的"
"法兰克","0","太冗长了。有一集专门演吃饭。哎。不过政治斗争蛮好看的"
"莫托洛夫鸡尾酒","0","还要啥自行车啊"
"悲剧演员","0","达康书记。"
"裤尔","0","一言难尽………"
"蝶舞妖风","0","陆亦可有病吧"
"宝井菜菜","0","剧情紧凑，剧中人物大部分演技到位，很好看"
"张多拉","0","看了几集弃之，警察这种头脑都能混进队伍，难怪会让人跑了，也难怪世间冤假错案满天飞。"
"冰雪枫儿","0","从预告就十分看好，果然，真不错！"
"栾小肉","0","侯勇演技太好了 真的是满头冷汗"
"死者情绪很稳定","0","厉害了"
"豆瓣瓣","0","拖沓冗长这些导演，永远能把一部好好的电视剧，拍成肥皂剧。罗里吧嗦婆婆妈妈穿插那么多无聊的剧情，我真是服了"
"刘赚钱","6","两年前接到该剧剧本，一口气看完，认定是部好剧。可惜当时全公司只有我和另外几人支持总经理做这部戏，其他人都反对，理由是丫是个傻逼…当然他确实是个傻逼，但这理由太奇葩。如今该剧大热，当初反对的人纷纷在朋友圈里夸赞，大意都是“早就知道不错，可惜时机不对错过”，虚伪之表演也是令人无语"
"十二月初的射手","1","虽然主旋律，演技赞，节奏赞，比脑残剧强不知多少倍"
"伶影12138","0","挺好的，反腐题材"
"亲子丼","5","魔幻现实主义。。。"
"小九酱","0","达康书记的GDP由我们来守护！"
"筱筱筱筱筱","0","国产良心剧"
"beautiful life","0","这不仅是一部电视剧，这可算得上是国产剧的里程碑啦。陆毅演技虽然不是多神，但是长着一张伟光正的脸，也很帅，大家全体演技在线，而且演员自己的声音都超棒！看过纸牌屋，觉得那个斗争还是小儿科了点，应该更凶残，更曲折才是官场，期待后面的内容。"
"cz19910425","0","给四分，其实格局这么大已经是国产剧里的佼佼者了，但是某些细节可以更好，比如剧情可以不那么拖沓，干净利落会更好"
"(Erato","0","这剧里居然看到了侯勇和吴刚������"
"片王","0","太真实了，让我想起青葱岁月"
"被盗梦的盗梦者","9","看第一集就知道很好看的剧希望别烂尾。"
"小乖","9","剧不错，陆毅什么鬼。给陆毅差评。演技还不如大幂幂好么"
"何月月月月","0","可以说我看到开头 就知道后面的剧情吗"
"露露","0","真的很好看啊"
"次家神受","0","12集弃"
"尤迪安·旋风","0","电视播出着人民的名义，网上的四川泸县事件却闹得沸沸扬扬，真够讽刺的。"
"爱你","0","一般般，当官的真的有这么好吗？"
"没事干看电影","0","真的不错的一部剧，虽然众口难调。"
"丑娃","1","尺度很大，细节很用心，还原现实情况，演员很给力，陆毅在老戏骨面前被秒成渣让他显得有点格格不入。"
"vlko","1","除了第一集第二集好看还有啥啊…… 达康书记可爱        失望  弃"
"八月溪风","0","看的人都从椅子上跳起来了 都是老戏骨互拼演技 棒的没话说"
"条形码","6","没生活在体制内或者没有亲戚生活在体制内的可能看不习惯，挺贴近现实的，软磨硬泡打太极，领导们必备技能，我就耗死你我就耗死你看你能把我咋地。就是部分剧情太拖沓还矫情，现实有陆亦可这么作的人真是不想活了。陆毅演技真是太刻意了，偶像剧演员演正剧的通病，端着架子，怎么看怎么出戏。"
"hzney","4","不得不承认这是近些年来最大尺度的zz片。正所谓藏着掖着不能证明没有。好！"
"天地玄黄凹凸曼","4","闭门造车，官场人物性格一大半靠臆想。制作方就是满足了人民对自由的想象，阴暗是有的，但人民要相信光明绝对光芒万丈。"
"insomnia","0","总体水平还是不错的。"
"疯狂的小猪","0","虽然不切实际，但是敢于突破已经很不错了。"
"freezingmolly","1","成长过程原因，就是对官场很反感"
"Zach Tate","3","有戏骨，不错的。整个题材和风格也算是进步的，但就是喜欢不起来。可能从未有过小粉红的热情吧，什么辜负不辜负人民我不知道，一个人连自己都能辜负，哪里要为了别人奋不顾身呢。"
"西红柿杀手","1","原始股东们的反击！"
"淡定","0","舔菊的味道还是很浓"
"上班如度假","0","姥爷在银行干了一辈子   老干部了   今年近90汶川大地震时  一把年纪非要亲自去捐款2000  退休金才多少有时候很难理解那一辈人的观念可能看到社会阴暗面看多了就是上个幼儿园不送礼能舒服吗？毕业找工作有关系没关系的能一样？父母是农民和垄二代  官二代能一样？"
"dolphinfu","3","太压抑不喜欢。"
"苏察哈尔灿","0","呵呵"
"飞风","0","一口气！果然碉！！"
"奥利奥脆脆鲨","0","本来想打三星四星的。实在受不了这么多弱智恶意的一星。五星稳了"
"兔子浩浩","0","矮子里拔将军，可惜还是个矮子"
"浪漫旋律","0","虽然不能对官场百分百还原，可是很真实，除了龙套和部分道具外，演员的演绎真没话说，就喜欢这种题材的。"
"未来很久","0","还是脸谱化"
"FreeRangeBull","0","惊世之作"
"朕是个好皇帝","0","不错挺好看"
"一一","0","老戏骨真的就是不一样，传说中体制内的剧，反贪反腐的尺度大，剧情非常真实，诚意之作，真的张丰毅太厉害，演什么是什么"
"我是看剧小能手","0","好看的"
"橘左近","3","良心之作，绝对的政治正确"
"嘎嘎就是我","0","国家和人民需要这样的电视剧！"
"Denise","2","吴刚真的很赞"
"伴你想念过海","0","很好看，都是实力派，剧情看的很爽！"
"哈猫","1","马"
"下一站-_-|||","0","超喜欢������"
"小强","0","一个字，赞！"
"Gguvxh6841","0","真的太太太太太太好看了！！！"
"窥","0","“京州市委书记，不和任何商人做交易”达康书记硬气！"
"胡子先生","0","看完第一集，感叹一句，呼，可算有能看的电视剧了"
"Mr.O","0","这个高玉良简直就是大秦帝国里甘龙的翻版"
"Sherlock_先生","0","全是老戏骨。国家虽然还有许多不足，但他一直都在进步，看看这部剧就明白了。"
"*丶无  罪","0","从来如此，便对么？"
"清风流云","0","很好的电视，不是些大道理，人性描写比较好，真的希望多出些对人性的电视剧，真的可以震撼心灵！！！！"
"Shelgem","0","虽然略显浮夸，有点不贴近实际，但还是可以了解一下的。"
"rjra","3","摄影美术调色实在是太差了，感觉有人从中黑了钱似的"
"sharphusky","4","时代的进步"
"matoka","0","国产剧水平的巅峰"
"兰烟泠","2","老戏骨们演技更是没得说 那个眼神 表情都太到位了 ！题材好 揭露官场 人性的黑暗 是为人民的名义的良心剧"
"浪里格朗浪童鞋","0","超好看，这几天没这部剧下饭饭都吃不香了"
"郭敬明","0","垃圾"
"夜雨声烦","0","看得下去。陆毅没有那么差。"
"cnppo","0","看了评论，两极分化，本想直接一颗星不看了，看来有空还是看看。看了7集，一星给现实背景，一星给幽默台词，一星演员表演。不喜欢说教，还有………。感觉那高书记不像好人"
"别和我断了联系","0","不多说  必须五星好评 被达康书记圈粉  第一部电视剧 很想赶快看完 一集差不多都是看几遍  其实中国也有像沙书记 陈老 猴子这样的好官  党和人民现在觉醒也还不晚啊！！！"
"sleepy Mia","8","没觉得尺度大啊……小时候看的剧不都是这样..."
"忆初思梦","0","每天都会追剧"
"孱弱的鹿力大仙","4","除了不说人话，其他的都挺好的。"
"黄老师","0","尺度大大的，好看"
"神圣的孜然","0","拍这么多反腐剧没用，官员照样腐败"
"七烨","0","居然允许拍出来……"
"陸之","1","尺度比新闻还大 值得鼓励 可惜有些台词对白太过了 还有总觉得陆毅格格不入 演技还是不如一堆老戏骨 硬伤"
"只是一根蕨菜","0","陆毅演技最差，但是可以肯定是他已经走到正轨上来了，其他一个演技爆一个，最喜欢李达康和高育良，剧情也是尺度很大，节奏紧凑，然后就是胡静的脸崩掉了。"
"CJXW0405","0","我都被剧透完了 手动再见"
"Clover","0","陆毅演谁都是他自己。"
"Cccrazy","0","持续追剧"
"������$ponser","0","侯勇演技炸裂啊，但我是达康书记的唯饭，达康书记别低头，GDP会掉，达康书记别流泪，祈厅长会笑……"
"周 宝玓","4","我爸最近迷恋的不行 然而我 完全 看不 下去 啊"
"煎釀三嬸","4","单从节奏，嫁接，表演，调度，剧本来说，这部大大为中心思想的反贪风暴可以完爆ICAC"
"骚年不来一发？","0","能看到国产电视剧的进步，上一次这么着迷的看一部国产剧还是14年上映的“红色”，演员演技全程在线，但是黄毛一家人剧情太多，剪辑跟大便一样"
